form	sense	year	origin	Loan	Concepticon_ID	Concepticon_Gloss
épkézláb	 heil, gesund,  gelungen, gut funktionierend,  brauchbar, ganz 〈Gegenstand〉,  unversehrt, mit heiler Haut	1739.0	compound	False	1364.0	HEALTHY
éppen	 genau, gerade 〈so〉,  kaum, wohl nicht,  ganz 〈als Adv〉,  soeben,  nur,  durchaus 〈nicht〉,  vielleicht,  〈wenn〉 allenfalls	1573.0		False	2926.0	HARDLY
ér¹	 sich erfüllen, sich bewahrheiten,  wert sein,  sich begnügen,  Talent,  Wert,  wichtig,  wertvoll,  geldlos,  wertlos	1569.0	semantic change	False	3002.0	PRECIOUS
ér²	 berühren, treffen,  ankommen,  erleben,  reichen, langen,  erwischen,  zufällig tun,  tun können	1416.0	uncertain	False	1831.0	MEET
ér³	 Bach	1055.0	uncertain	False	947.0	STREAM
ér⁴	 Erzader,  Ader,  Äderung,  Kern einer Sache,  Pflanzennerv,  Talent	1244.0	Proto-Finno-Ugric	False	1924.0	VEIN
érc	 Metall, Bronze,  Erz,  Geld	1372.0	loan	True	1559.0	MONEY
érdekel	 öfter berühren, öfter stechen,  heimsuchen 〈Schicksal〉, bedrängen 〈Feind〉,  interessieren,  jmdn angehen, betreffen,  interessiert	1453.0		False	3633.0	CURIOUS
érdem	 Verdienst, Vorzug,  Lohn,  Wesen, Kern einer Sache	1372.0	Turkic	True	1122.0	WAGES
érdes¹	 rauh,  ungehobelt 〈Manier〉,  herb 〈Geruch〉,  heiser 〈Stimme〉	1793.0		False	1923.0	ROUGH
iserdő	 Wald,  Wilchwein,  den Wald hüten	1138.0	derived word	False	420.0	FOREST
ereszt	 herablassen, senken, sich abwärts zu bewegen veranlassen,  schicken, entlassen,  gestatten,  wachsen lassen, sprießen,  schwärmen 〈Biene〉, laichen 〈Fisch〉, ausbrüten 〈Henne〉,  ausweiten, lokkern, verdünnen, erweichen,  reichlich geben, tragen 〈Getreide usw〉	1383.0		False	1127.0	SEND
eresz	 Schuppen, Hausflur,  Dachtrauf,  Schleuse,  Zwickel 〈am Frauenhemd〉	1541.0	derived word	False	266.0	SCALE
eresztvény	 Niederwald, Gebüsch,  Sprößling, Pfropfreis,  Wassergraben, Kanal,  Garten, Pflanzung,  Falte	1231.0	derived word	False	586.0	GARDEN
érez	 fühlen, empfinden,  sinnlich wahrnehmen, bemerken,  verstehen,  ahnen,  aufschrecken, zur Besinnung kommen,  Empfindungsfähigkeit,  Gefühl,  Sinnesempfindung,  gefühllos,  Empfindungsfähigkeit,  Sinnesempfindung,  Gefühl,  Empfindungsfähigkeit,  Empfindlichkeit,  Gefühl,  Sinn, Verständnis,  empfindbar, fühlbar,  empfindlich,  sich fühlen lassen, érzékelhetőség	1211.0	derived word	False	1536.0	UNDERSTAND
erge	 Bach, Graben	1339.0	Slavic	True	3821.0	BROOK
érint	 berühren,  erwähnen, nebenbei bemerken,  jmdn angehen, betreffen,  Tangente	1604.0	derived word	False	1892.0	TOUCH
erkölcs	 Moral, Sitte,  Tugend,  Eigensinn,  Gewohnheit	1372.0	unknown	False	1747.0	CUSTOM
ernyő	 Schirm 〈bes Wagenverdeck〉,  belaubter Platz, Laube,  Regen-, Sonnenschirm,  Dolde,  Schirm 〈Physik, Technik〉,  aufrollbarer Vorhang	1539.0	uncertain	False	658.0	RAIN (PRECIPITATION)
erő	 Kraft, Stärke,  Heer, Streitmacht,  Gewalt,  Tugend, Tüchtigkeit,  Geltung,  Vermögen,  Fort, erőltettetett	1086.0	Turkic	True	202.0	STRENGTH
erőszak	 Gewalt,  Vergewaltigung	1519.0	compound	False	2976.0	VIOLENCE
ért	 verstehen,  sich auf etw verstehen,  meinen,  sich einigen, mit jmdm eine Vereinbarung schließen,  deutlich hören,  jm Meinung, Handlungen, Seelenzustand für begründet halten, Mitgefühl haben,  Kenner,  verständlich machen,  erkennen,  erörtern, untersuchen,  einsichtsvoll,  Erkundigung,  Abhandlung,  Vernünftigkeit,  Intelligenz,  Zeitschrift,  Zeugnis	1372.0	derived word	False	1536.0	UNDERSTAND
érte	 für, zwecks,  wegen,  anstatt, dafür,  für, um	1372.0		False	2918.0	BECAUSE OF
és	 und	1372.0	compound	False	1577.0	AND
esd	 flehen,  darauffliegen, sich niederlassen,  sich sehnen,  befallen, bedecken	1372.0		False	761.0	COVER
esekedik	 flehen,  sich sehnen,  schmeicheln	1600.0		False	2709.0	FLATTER
esernyő	 Regenschirm	1787.0	German	True	3105.0	UMBRELLA
esik	 fallen, stürzen,  〈in einen Zustand〉 kommen, geraten,  geschehen,  fallen lassen,  auf die Knie fallen, flehen,  den Tod finden, fallen,  es regnet, es schneit, es hagelt usw,  jmdm zuteil werden,  〈einem irgendwie〉 schmecken, behagen,  sein, liegen,  hineindrängen,  sich auf jmdn stürzen,  sich erbarmen,  abnehmen 〈Menge, Maß〉,  befallen, bedecken,  Fall,  Sonnenuntergang,  Kasus,  ohne Fall,  ungeschickt,  vergänglich	1138.0		False	1280.0	FALL
esküszik	 schwören,  sich trauen lassen,  Geschworener,  Hochzeit	1372.0		False	1259.0	WEDDING
eső	 Regen	1416.0	derived word	False	658.0	RAIN (PRECIPITATION)
est	 Abend,  Nachtviole	1372.0		False	1629.0	EVENING
ész	 Gedächtnis, Vernunft, Verstand,  Gehirn	1372.0	Turkic	True	1583.0	BRAIN
észak	 Norden,  Süden,  Noreite, Feltück von nördlicher Lage	1405.0	compound	False	1598.0	NORTH
eszeveszett	 verrückt	1456.0	compound	False	1899.0	MAD
eszik	 essen,  aufzehren,  〈an jmdm od etw〉 zehren, zerfressen,  beißen, brennen,  Speisen,  jmdm zu essen geben, füttern,  vergiften,  eingeben,  Speise enthaltend, zum Speisen gebräuchlich,  eßlustig,  Speisen,  Speise, Proviant, evés nélkül, éhgyomorra,  vergiften,  appetitlos,  ungenießbar,  Speisesaal, Kantine,  Hunger, Appetit	1138.0	Proto-Finno-Ugric	False	1336.0	EAT
eszköz	 Werkzeug, Gerät,  Mittel,  machen,  ausführen, tun	1395.0	unknown	False	734.0	MAKE
észlel	 wahrnehmen, beobachten	1792.0	internal	False	2572.0	SENSE (PERCEIVE BY SENSES)
eszmél	 meinen, verstehen,  zur Besinnungkommen, einer Sache bewußt werden,  sich erinnern	1372.0		False	1536.0	UNDERSTAND
észrevesz	 erblicken,  sich plötzlich eines Besseren besinnen,  wahrnehmen, erkennen	1683.0	compound	False	2870.0	RECOGNIZE (SOMEBODY)
esztendő	 Jahr,  derselbe Tag, am selben Tag des nächsten Jahres,  Zeit,  dieses Jahr	1372.0	compound	False	892.0	TIME
eszterág†	 Storch	1329.0	Slavic	True	3724.0	STORK
esztergár	 Drechsler,  Drehmeißel,  Drehbank,  drehen, drechseln, 	1243.0		False	1445.0	TURN (SOMETHING)
etyepetye	 Appetit,  Begierde,  Mund,  Geschwätz,  Schäkerei, Liebelei	1717.0	onomatopoetic	False	674.0	MOUTH
ev	 Eiter, faulige Geschwürabsonderung	1372.0		False	1808.0	PUS
év	 Jahr,  Zeit, Alter,  Jahrgang 〈einer Zeitschrift〉	1372.0	Proto-Finno-Ugric	False	892.0	TIME
évad	 tiefste Nacht,  Zeit,  Saison,  Zeit, wo etw im Schwange ist	1506.0	uncertain	False	892.0	TIME
evet	 Eichhörnchen	1215.0	Proto-Uralic	False	1628.0	SQUIRREL
evez	 rudern, schiffen,  mit den Flügeln schlagen, fliegen, die Schwimmflossen bewegen, schwimmen,  mit dem Schwanz wedeln,  nach etw streben,  sich 〈in irgendeinem Zustand〉 befinden, sich 〈auf irgendeinem Gebiet〉 betätigen,  herumfuchteln, sich mit den Armen rudernd vorwärtsbewegen,  schaukeln,  Ruderer,  Rudern	1395.0		False	1441.0	FLY (MOVE THROUGH AIR)
évődik	 grübeln, sich ärgern,  Händel suchen, zanken,  verzehrt werden,  schäkern, necken,  sich einfressen, an etw nagen,  sich abmühen	1645.0		False	2223.0	BE ANGRY
ex	 Ende, Schluß 〈auch als Präd〉,  〈Ermunterung zum Leertrinken des Glases mit einem Zug〉	1898.0	Latin	True	743.0	END (OF TIME)
exkuzál	 entschuldigen,  rechtfertigen,  vergeben	1548.0	Latin	True	1528.0	FORGIVE
expressz	 schnell, Schnell- 〈Post usw〉,  Expreß- 〈Sendung, Brief usw〉,  Eilbote,  Expreßbrief,  Art Jagdgewehr,  Fernschnellzug,  ausdrücklich, offen,  expreß	1704.0	international word	True	3235.0	OPEN (STATE)
ez¹	 dieser,  dieser,  auf eine regelmäßige Zeitspanne folgend 〈zB. Tag〉	1416.0		False	1214.0	THIS
ezennel	 sofort,  hierdurch,  hiermit	1519.0	lexicalized inflected word-form	False	2916.0	INSTANTLY (IMMEDIATELY)
ezer	 tausend,  Regiment,  Tausender,  Jahrtausend,  Vorstand 〈von Soldaten〉,  tausente,  Regiment,  Jahrtausend,  Tausender 〈Zahl〉,  Tausender 〈Geltück〉	1372.0	Iranian	True	1843.0	THOUSAND
ezüst	 Silber,  Silbermünze,  Silberzeug	1372.0	Permic	True	759.0	SILVER
fa	 Baum,  Holz,  Wald,  Lanze,  mit Bäumen bepflanzt,  holzig,  Holz hacken, Holz holen,  verholzen,  abstumpfen	1055.0	Proto-Uralic	False	906.0	TREE
fácán	 Fasan	1395.0	loan	True	3060.0	PHEASANT
facsar	 wringen, auspressen,  drehen,  verdrehen,  auftreiben, erzwingen,  geizig	1495.0	Proto-Finno-Ugric	False	1774.0	STINGY
faggat	 einreißen,  quälen,  stechen, zum Aufbrechen bringen 〈Wunde〉,  ausfragen, mit Fragen quälen	1508.0		False	571.0	STING
fagy	 gefrieren, anfrieren,  es ist einem kalt,  es friert,  gefrieren,  Gefrieren	1405.0		False	1431.0	FREEZE
faj	 Gesamtheit der Nachkommenschaft, Geschlecht,  natürliches Geschlecht,  Rasse,  Art, Sorte,  Spezies 〈in der Philosophie〉,  edler Rasse, erster Güte, akinek gyermeke van, rendellenes,  hurerisch,  kindelos,  entarten,  jungen,  entarten	1351.0	Proto-Finno-Ugric	False	844.0	KIND (THING)
fáj	 schmerzen,  schmerzhaft fühlen,  bedauern,  bedauern,  schmerzhaft fühlen	1482.0	Proto-Finno-Ugric	False	1815.0	ACHE
fájin	 ausgezeichnet, fein	1600.0		False	2157.0	FINE OR THIN
fajta	 Art, Varietät, Abart 〈auch als Attr〉	1615.0	derived word	False	844.0	KIND (THING)
fakad	 sprossen,  in etw ausbrechen,  entspringen, hervorquellen 〈auch abstr〉,  zu etw werden, entstehen,  zerspringen, zerplatzen,  geraten,  Pustel, Ausschlag,  Geschwür	1416.0		False	1723.0	RESULT IN
fakó	 Hund,  Falbe,  fahl,  unbeschlagen 〈Wagen〉,  unverziert, unscheinbar	1324.0	derived word	False	2009.0	DOG
faktum	 Handlung, Tat,  Verbrechen,  Tatsache,  Produkt der Multiplikation	1566.0	Latin	True	1066.0	CRIME
fakultás	 Erlaubnis,  Geld, Vermögen,  Fakultät 〈einer Universität, Hochschule〉,  Recht	1593.0	Latin	True	1559.0	MONEY
fal¹	 beißen, fressen, essen,  habgierig sich aneignen,  in den Mund nehmen,  rasch und mit Spannung lesen,  etw in großer Menge verbrauchen,  Bissen, Stück,  an etw herumbeißen	1307.0	Proto-Uralic	False	1336.0	EAT
fal²	 Wand, Mauer,  Radfelge,  Daube,  Schutzhülle,  Teil der Fischreuse,  ohne Mauern,  felgen,  mauern,  Schmiere stehen 〈im Arg〉	1372.0	Proto-Finno-Ugric	False	933.0	WALL (OF HOUSE)
falka	 Teil, Stück, Gruntück von bestimmter Größe,  ein Stückchen Zeit 〈lang〉,  Gruppe von Menschen,  Gruppe von Tieren 〈Meute, Schwärm usw〉,  Bündel, Haufen,  Bissen	1251.0	derived word	False	594.0	PIECE
fals	 falsch, unecht	1878.0	German	True	1390.0	WRONG
falu	 Dorf, Einwohnerschaft eines Dorfes,  Schloß, Festung,  Grundbesitz, Dorf als Grundbesitz,  dörflich, dörfisch,  Dorfbewohner	1214.0	Proto-Finno-Ugric	False	930.0	VILLAGE
família	 Familie, Geschlecht,  Familienmitglied	1571.0		False	194.0	FAMILY
fantasztikus	 überspannt, verrückt,  merkwürdig, wunderbar	1630.0		False	1899.0	MAD
farag	 schnitzen, meißeln,  herstellen,  abschuppen 〈Fisch〉,  jmdn bilden,  unbearbeitet,  ungehobelt, roh 〈Mensch〉	1357.0		False	228.0	CARVE
faramuci	 Art grobes Kasernenspiel,  Art Kartenspiel,  Gesäß,  Arschdresche 〈Art grobes Gesellschaftsspie〉,  Verwicklung,  kompliziert, sonderbar, verdächtig, obskur 〈Mensch, Sache〉	1874.0	unknown	False	834.0	BUTTOCKS
farcsik	 Hüfte, Schenkel,  Kreuzbein, Steißbein,  Bürzel, Schwanzwurzel	1416.0		False	1745.0	HIP
faré	 mulmiger, morscher Teil des Baumes,  trocken, holzartig, schwer zu verschlucken, unschmackhaft	1791.0	compound	False	1398.0	DRY
farkas	 Wolf,  Art Gerät zur Herstellung von Schindeln,  Hautwolf, Hauttuberkulose,  Wolf 〈Maschine〉	1086.0	derived word	False	522.0	WOLF
farmer	 Farmer,  Jeans 〈Hose〉	1793.0		False	979.0	FARMER
farok	 Schwanz, Schweif, Vogelschwanz,  hinausragender Teil, Ende, Hinterteil von etw,  Penis,  Pinsel,  die letzten Tage, Ende einer Zeitspanne,  Gefolge, Geleit,  geschwänzt	1202.0	derived word	False	1220.0	TAIL
fartol	 rückwärts gehen, sich zurückziehen, umkehren, sich entfernen,  mit dem Hinterteil zur Seite treten 〈Pferd, Rindvieh〉, ins Schleudern kommen 〈Wagen, Schlitten〉,  bocken 〈Pferd〉	1709.0		False	581.0	COME BACK
fasz	 Penis,  Mann 〈derb〉, alberner Mann,  Hurer,  Kerl, Patron, 〈als scherzhafte Anrede〉	1370.0	uncertain	False	1222.0	PENIS
fasza	 stramm, ausgezeichnet	1910.0	lexicalized inflected word-form	False	3053.0	TIGHT
faszari	 geizig	1798.0	internal	False	1774.0	STINGY
fater	 Beschützer, Vorsteher,  Vater,  älterer Mann, Alte 〈auch als Anrede〉	1628.0	German	True	1217.0	FATHER
fátum	 Schicksal, Mißgeschick,  Beschluß,  schicksalhaftes Ereignis, Schicksalsschlag	1618.0	Latin	True	1688.0	FATE
fattyú	 Bastard, Bänkelkind, vernachlässigtes Kind,  unecht,  Neben-, Wasser- 〈Zweig〉,  Flegel,  unehelich gebären,  Nebenzweige treiben,  abästen, Schößlinge entfernen	1138.0	unknown	False	2917.0	NEXT TO
fazék	 Topf,  Töpfer	1296.0	Proto-Finno-Ugric	False	1462.0	POT
fazon	 Muster,  Aufschlag am Rock, Mantel,  Kleiderschnitt	1854.0	international word	True	2988.0	PATTERN
február	 Februar	1416.0	Latin	True	2037.0	FEBRUARY
fecsérel	 verschwenden	1640.0	onomatopoetic	False	79.0	WASTE
fecske	 Schwalbe,  Schwatzmaul,  Art Spund,  Maurer 〈als spöttische Benennung〉,  Art dreieckige Schwimmhose für Männer	1333.0	onomatopoetic	False	897.0	SWALLOW
fed	 decken,  schützen,  〈die Kosten〉 decken,  Topf,  Deckel,  sich zudecken,  Verborgenheit,  Deckung 〈im Bankwesen〉,  Läufer,  Deck,  Deckung 〈milit〉	1211.0	Proto-Finno-Ugric	False	1462.0	POT
fedd	 rügen,  züchtigen, strafen,  warnen,  beschuldigen,  Disziplin,  rügen,  undisziplinierbar,  untadelhaft	1372.0	unknown	False	3649.0	PUNISH
fedél	 Dach,  Decke,  Schutz,  Deckel,  Deck,  dachen,  Dachung,  Deck	1395.0	Proto-Ugric	False	769.0	ROOF
fegyver	 Gewehr, Waffe,  Kampf, Krieg,  sich bewaffnen	1211.0	loan	True	935.0	WAR
fehér	 weiß, hellfarbig,  moralisch rein, unschuldig,  gegenrevolutionär,  Weißes, das Weiße von etw 〈Augenweiß, Eiweiß usw〉,  Weiße,  Speck,  Albumen	1055.0	uncertain	False	1335.0	WHITE
fej¹	 melken,  saugen,  abdringen 〈Geld〉	1395.0	Proto-Finno-Ugric	False	93.0	DRAW MILK
fej²	 Quelle, Anfang,  oberer Teil eines Gegenstandes,  Kopf, Haupt,  oberer Teil eines Körperteils 〈bes der Gliedmaßen〉,  trauben-, köpf- od ährenartiger Fruchtstand,  Person,  Verstand,  Wesen einer Sache,  Kopf-,  hartköpfig,  Herr, leitende Person,  mit einem Kopf versehen,  bekanntgeben, mitteilen,  erklären, ausdrücken,  ausbessern,  köpfen 〈im Fußball〉,  beendigen, durchführen,  Kopflosigkeit 〈abstr〉,  Kopf-	1002.0	Proto-Uralic	False	1256.0	HEAD
fejal	 Kissen,  Feuerbock, Holzstück, Lehmwand von gleicher Funktion im Ofen,  Kringe,  Querfurche am  Rand des Ackerfeldes, Erdaufschüttung neben einer Weinlaube,  untere Garbe der Puppe	1405.0	compound	False	1044.0	PILLOW
fejében	 gegen 〈mit der Nebenbed des Austausches〉, tauschweise,  a l s 〈das Subj-näher bestimmend od begründend〉,  zwecks,  im Namen, in Vertretung,  wegen	1519.0	lexicalized inflected word-form	False	2918.0	BECAUSE OF
fejezet	 Vorderteil,  Quelle, Anfang,  Abschnitt in einem Schriftwerk,  Endpunkt,  Säulenkapitell	1416.0	derived word	False	849.0	SPRING (OF WATER)
fejsze	 Axt, Beil	1395.0	uncertain	False	677.0	AXE
fejt	 trennen, enthülsen,  deuten, lösen,  überwältigen,  für ungültig erklären, aufheben,  abbauen 〈Bergbau〉,  erörtern,  zustande bringen,  abziehen 〈den Wein vom Bodensatz〉,  unlösbar	1372.0		False	371.0	PICK UP
fekély	 Geschwür,  Warze, Aussatz,  〈als Schimpfw〉	1456.0	Proto-Ugric	False	1189.0	ULCER
fekete	 schwarz, dunkel,  das Schwarze, der schwarze Teil irgendeiner Sache 〈des Auges, unter den Nägeln usw〉,  Neger,  schwarzes Kleid,  Mokka,  Rappe,  Mokka trinken,  Schwarzhandel treiben,  verbotenerweise	1055.0	Proto-Ugric	False	163.0	BLACK
fekszik	 liegen 〈von einer Person〉, sich legen,  sich ausbreiten, liegen,  liegen 〈vom Militär〉,  sich befinden 〈von einem Gegenstand〉,  in etw bestehen,  Liegen, fekvés,  Liegen,  liegend, im Liegen,  Art Eule,  liegen lassen	1211.0	uncertain	False	1411.0	LIE (REST)
fel	 her-, hinauf, hoch, auf höher Liegendes zu,  auf! 〈zum Ausdruck der Aufmunterung〉,  oben,  auf 〈sein〉, wach 〈sein〉,  hochmutig,  auf	1372.0	lexicalized inflected word-form	False	1265.0	HIGH
fél¹	 sich fürchten,  sich ängstigen,  jmdn fürchtend verehren,  sich fürchten,  sich erschrecken,  furchtbar,  ängstlich,  furchtsam,  eifersüchtig	1138.0		False	1419.0	FEAR (BE AFRAID)
fél²	 Mitmensch, Nächste,  Hälfte, Teil,  Seite,  Partei, Partner, Gegner,  Ehefrau,  Gegend, Landes- od Ortsteil,  Mitte,  einer 〈von beiden〉,  halb,  paarig,  Gattin, Gefährte,  Halbbauer	1138.0		False	816.0	HALF
feled	 vergessen,  etw irgendwo 〈aus Zerstreutheit〉 liegenlassen,  Vergessen	1416.0		False	1523.0	FORGET
felekezet	 Geschlecht, Art,  Geschlechtsverkehr,  Genosse, Partner,  Schar, Gemeinschaft,  Glaubensgemeinschaft,  Partei,  Teil	1519.0	derived word	False	779.0	PART
felel	 antworten,  sich für etw verantworten, für etw haften,  etw verantworten,  an einem Prozeßverfahren teilnehmen,  erwidern,  Aufgabe hersagen, antworten 〈Schüler〉,  Antwort, Rechenschaft	1372.0	derived word	False	1275.0	ANSWER
feleség	 Gattin	1405.0	derived word	False	1199.0	WIFE
felesel	 streiten,  widerreden	1589.0	derived word	False	3302.0	QUARREL (VERB)
felette	 sehr,  überaus, über die Maßen	1372.0	lexicalized inflected word-form	False	1311.0	VERY
felleg	 Wolke,  〈der Regenwolke ähnliche〉 dichte Menge,  in sich eine Gefahr bergende Erscheinung,  Qualm,  sich bewölken,  damit ist es aus	1493.0		False	1489.0	CLOUD
felől	 auf der Seite von,  von einer Richtung her,  von jm Seite,  über etw 〈sagen〉,  wegen,  seinetwegen,  über etw 〈sagen〉,  wegen,  meinetwegen usw.	1416.0		False	2918.0	BECAUSE OF
félre	 fort, weg,  falsch,  abseits, seitwärts,  abgesondert, abgelegen	1372.0		False	2252.0	PATH
felség	 Erhabenheit, Majestät, Hoheit,  Gott, Herrscher, königliche Person,  Hoheit, Macht,  Höhe,  majestätisch,  köstlich	1372.0	derived word	False	2985.0	HEIGHT
fém	 Licht,  Metall	1804.0	internal	False	630.0	LIGHT (RADIATION)
fene	 wild, greulich,  grimmig, verflucht,  sehr,  Bestie,  Brand, Schwäre,  wer, was zum Teufel,  〈zum Ausdruck milden Fluches〉,  dummes Zeug, Unsinn 〈als Verneinung, Abweisung〉,  Grausamkeit	1236.0	derived word	False	1235.0	WHO
fenék	 Grund,  Boden eines Gegenstandes,  Gesäß, After,  mit Bodendauben abschließen,  verprügeln	1269.0	derived word	False	2968.0	REASON
fenekedik	 wüten,  anfeinden, drohen	1584.0	derived word	False	1192.0	THREATEN
fenn	 oben,  vorher 〈említett〉,  hochmütig 〈als Adv〉,  auf, wach 〈sein〉,  laut 〈als Adv〉,  an vornehmerer Stelle 〈in der Rangordnung〉,  sehr, 	1372.0		False	1265.0	HIGH
fenség	 Obrigkeit,  Ehrentitel eines Hohepriesters,  Erhabenheit, Würde,  Hoheit 〈als Ehrentitel der Mitglieder der Herrscherfamilie〉,  Höhe	1772.0	internal	False	2985.0	HEIGHT
fentő	 Schachtelhalm,  Rapeiche,  Speer,  Stöberstange, Art Fischergerät,  mehrarmiger Pfosten für Töpfe	1216.0		False	945.0	SPEAR
fény	 Schimmer, Glanz, Licht,  Augenlicht,  Ruhm,  Aufklärung,  Herrlichkeit, Pracht, fénylő,  sich verklären,  beleuchten lassen,  schimmern	1075.0	uncertain	False	630.0	LIGHT (RADIATION)
fenyeget	 schmähen,  drohen,  warnen	1372.0		False	1192.0	THREATEN
fenyér	 grasbewachsenes Gelände,  〈zur Benennung versch grasartiger Pflanzen〉,  Laichkraut,  Schlamm,  Heide,  Klee,  Luzerne	1067.0		False	640.0	MUD
fér	 Platz haben,  über räumliche Hindernisse irgendwohin gelangen, erreichen,  sich vertragen,  passen, vereinbar sein,  etw, jmdn streifen 〈Verdacht, Zweifel〉,  es/etw wohl nötig haben	1416.0	uncertain	False	169.0	IT
ferde	 schief, schräg,  falsch	1313.0	derived word	False	1390.0	WRONG
féreg	 hinfälliges Geschöpf,  Wurm, Ungeziefer,  〈wurmende〉 Seelenqual,  niederträchtiger Mensch,  wildes od schädliches Tier,  〈zur Benennung verschiedener Krankheiten〉,  Muskelbündel 〈unter der Zunge des Hundes〉	1152.0	Proto-Finno-Ugric	False	1219.0	WORM
férfi	 Mann,  männlich, Männer-, Mannes-,  Gemahl,  Knabe,  Mensch,  verheiratet 〈Frau〉,  männlich	1372.0	compound	False	683.0	PERSON
fertő	 Suhle, Sumpf,  Pfuhl, Sündenpfuhl,  infizieren,  sich infizieren,  unrein, besudelt,  nicht infiziert,  unrein, besudelt	1055.0	derived word	False	1145.0	SWAMP
fest	 färben, bemalen, anstreichen,  malen 〈Bild〉,  schminken, färben 〈Haar〉,  schildern, darstellen,  abfärben,  aussehen,  färber,  Kunstmaler,  Anstreicher,  die Malerei betreffend,  hübsch	1372.0	uncertain	False	157.0	DYE
fésű	 Kamm	1400.0	Proto-Finno-Ugric	False	1475.0	COMB
fészek	 Nest,  Geheck 〈Vögel〉,  Wohnsitz,  Flußbett,  in die Erde gegrabene Vertiefung, in die die Pflanze gesetzt wird,  Ausgangspunkt, Herd,  elender Ort,  sich einnisten,  sich einnisten 〈auch abstr〉	1298.0	Proto-Uralic	False	539.0	NEST
fészer	 Schuppen	1786.0	compound	False	266.0	SCALE
feszes	 fest, standhaft,  straff, steif,  eng, anliegend,  gemessen, gezwungen,  gespannt 〈Aufmerksamkeit〉,  schneidig	1536.0		False	3003.0	SOLID
fiatal	 junger Baum, Ast, Zweig,  die jungen Leute, Jugend,  nicht herangewachsen, nicht ausgewachsen, jung 〈im allg Sinne〉,  jung 〈Mensch〉,  früh 〈Zeit〉, Frühlings-,  wertlos, nicht gut,  nicht herangewachsen,  jugendlich	1302.0	derived word	False	1531.0	BRANCH
figura	 Gestalt, Form,  Stilfigur,  Schnitzerei, Figurine,  Figur 〈im Tanz, Spiel, Sport, Musik usw〉,  Person, komischer Mensch,  Gruntück von bestimmter Form,  Possen, Spaß,  verzieren,  sich verstellen, Possen treiben,  Tanzfiguren machen	1416.0	Latin	True	2467.0	GAME
fika	 Infanterist,  Schuljunge,  Knabe, Bube,  Bauer 〈als Schachfigur〉	1630.0	derived word	False	1366.0	BOY
fikarc	 Faser, Faden, Franse,  Geringfügigkeit	1655.0	unknown	False	1161.0	THREAD
fikusz	 Feige,  Feigenbaum,  Kautschukfeige als Zimmerpflanze	1861.0		False	322.0	FIG
filagória	 überdecktes kleineres Gebäude, Gartenhäuschen,  turmartiger Erker,  Dachtraufe, Schuppen,  Gartenlaube	1604.0		False	266.0	SCALE
filigrán	 aus feinem Gold- od Silberdraht verfertigt, Filigran-,  von schlanker, aber lieblicher Form, fein, zart,  Filigran	1685.0	German	True	2157.0	FINE OR THIN
finálé	 Schlußszene, Schlußsatz 〈in der Musik〉,  Schluß, Ende	1853.0	international word	True	743.0	END (OF TIME)
fincol	 herumspringen, hüpfen	1566.0		False	1829.0	JUMP
findzsa	 Schale,Tasse	1604.0	Ottoman-Turkic	True	2373.0	SKIN (OF FRUIT)
finom	 von guter Qualität,  geschliffen, gewählt 〈Rede, Manieren, Benehmen〉,  anständig, ehrlich, gerecht,  auf die Sinnesorgane angenehm wirkend,  klein, dünn, zierlich, zierlich bearbeitet,  Nuancen gut erkennend, wertend, darstellend,  gebildet, von guter Erziehung, taktvoll, höflich, 	1585.0	loan	True	1246.0	SMALL
fiók	 Knabe, Knäblein,  das Junge eines Tieres, bes eines Vogels,  kleinerer Teil eines Bauwerkes,  eine Scheibe eines größeren Fensters,  Schublade eines Möbels, Fach,  Zweigstelle,  Schober,  Wassertrieb	1522.0	derived word	False	1366.0	BOY
firkál	 reiben, schaben,  schreiben 〈pejor〉, kritzeln	1577.0		False	1449.0	RUB
fírol	 irreführen, betrügen,  zum Kartenspiel einladen	1862.0		False	3055.0	SWINDLE
fityeg	 hinab-, herabhängen,  die Daumen drehen, bummeln,  hängender Schmuck, Ohrring	1577.0		False	770.0	EARRING
fiú	 Sohn,  Nachkomme,  das Junge eines Tieres,  aus einer Gegend, Stadt usw gebürtige Person,  〈als Anrede unabhängig vom Geschlecht des Angeredeten〉,  Geringfügigkeit,  Schublade, Fach, Zelle,  Knabe, Bursche,  Söhnchen,  brüten,  präfizieren, fiadzik	1138.0	Proto-Finno-Ugric	False	1620.0	SON
fivér	 Bruder	1813.0	compound	False	1262.0	BROTHER
fix	 festgestellt, fest,  festes Gehalt	1891.0	German	True	3003.0	SOLID
fizet	 zahlen,  entrichten,  erwidern, zur Vergeltung belohnen, bestrafen,  befriedigen, auszahlen,  irgendeine Ernte bringen 〈haupts vom Getreide〉	1372.0	uncertain	False	718.0	PAY
fizikus	 Arzt,  Naturforscher, Physiker,  physikalisch	1577.0		False	597.0	PHYSICIAN
flamingó	 Flamingo	1801.0	international word	True	3722.0	FLAMINGO
flaska	 Flasche	1490.0	Latin	True	1321.0	BOTTLE
flastrom	 Heilpflaster,  Pflasterung, Fußboden	1575.0	Latin	True	1632.0	FLOOR
flekk	 Stück, Lederstück zum Flicken,  Art Kniff im Billarpiel,  Schmutzfleck,  normgerecht beschriebene Manuskriptseite	1710.0	German	True	594.0	PIECE
flóta	 Flöte,  Flötist,  Kerl, Geselle	1725.0	loan	True	777.0	FLUTE
flott	 frei, ungezwungen	1842.0	German	True	2316.0	FREE
